Title,URL,Release Year,Genre,IMDb Rating,Streaming Services,Age Rating,Production Country,Runtime,Type
Yeh Kaali Kaali Ankhein,https://www.justwatch.com/in/tv-show/these-black-black-eyes,2022,"['Comedy', 'Crime', 'Mystery & Thriller', 'Drama']",7.0,{'Netflix'},,India,41min,TV-Show
Nobody Wants This,https://www.justwatch.com/in/tv-show/nobody-wants-this,2024,"['Romance', 'Comedy', 'Drama']",7.9,{'Netflix'},,United States,26min,TV-Show
Kill Me Love Me,https://www.justwatch.com/in/tv-show/kill-me-love-me,2024,"['Drama', 'Action & Adventure']",7.4,{'Netflix'},,China,45min,TV-Show
Mithya,https://www.justwatch.com/in/tv-show/mithya,2022,"['Drama', 'Mystery & Thriller', 'Crime']",7.9,"{'VI movies and tv', 'Zee5'}",,India,35min,TV-Show
Gandii Baat,https://www.justwatch.com/in/tv-show/gandii-baat,2018,"['Drama', 'Mystery & Thriller', 'Crime']",3.4,{'Alt Balaji'},,India,44min,TV-Show
Georgie & Mandy's First Marriage,https://www.justwatch.com/in/tv-show/georgie-and-mandys-first-marriage,2024,['Comedy'],6.6,set(),,United States,20min,TV-Show
Lioness,https://www.justwatch.com/in/tv-show/special-ops-lioness,2023,"['Drama', 'War & Military', 'Action & Adventure', 'Mystery & Thriller']",7.7,set(),,United States,45min,TV-Show
Apharan,https://www.justwatch.com/in/tv-show/apharan,2018,"['Mystery & Thriller', 'Action & Adventure', 'Crime', 'Drama']",8.2,{'Alt Balaji'},,India,24min,TV-Show
Person of Interest,https://www.justwatch.com/in/tv-show/person-of-interest,2011,"['Drama', 'Action & Adventure', 'Crime', 'Science-Fiction', 'Mystery & Thriller']",8.5,set(),,United States,44min,TV-Show
House of the Dragon,https://www.justwatch.com/in/tv-show/house-of-the-dragon,2022,"['Action & Adventure', 'Science-Fiction', 'Drama', 'Romance', 'Fantasy']",8.3,{'Jio Cinema'},,United States,1h 2min,TV-Show
Only Murders in the Building,https://www.justwatch.com/in/tv-show/only-murders-in-the-building,2021,"['Mystery & Thriller', 'Comedy', 'Crime', 'Drama']",8.1,{'Hotstar'},,United States,35min,TV-Show
Money Heist,https://www.justwatch.com/in/tv-show/paperhouse,2017,"['Action & Adventure', 'Crime', 'Drama', 'Mystery & Thriller', 'Made in Europe']",8.2,{'Netflix'},,Spain,57min,TV-Show
Farzi,https://www.justwatch.com/in/tv-show/farzi,2023,"['Drama', 'Crime', 'Mystery & Thriller']",8.3,{'Amazon Prime Video'},,India,56min,TV-Show
Campus Beats,https://www.justwatch.com/in/tv-show/campus-beats,2023,['Drama'],6.8,{'MX Player'},,India,29min,TV-Show
Shōgun,https://www.justwatch.com/in/tv-show/shogun-2024,2024,"['War & Military', 'History', 'Drama']",8.6,{'Hotstar'},,United States,59min,TV-Show
The Judge from Hell,https://www.justwatch.com/in/tv-show/the-judge-from-hell,2024,"['Comedy', 'Drama', 'Science-Fiction', 'Crime', 'Horror', 'Romance', 'Fantasy']",7.8,{'Hotstar'},,South Korea,1h 5min,TV-Show
Cross,https://www.justwatch.com/in/tv-show/cross,2024,"['Mystery & Thriller', 'Action & Adventure', 'Crime', 'Drama']",7.2,{'Amazon Prime Video'},,United States,57min,TV-Show
The Boys,https://www.justwatch.com/in/tv-show/the-boys,2019,"['Science-Fiction', 'Action & Adventure', 'Comedy', 'Crime', 'Drama']",8.7,{'Amazon Prime Video'},,United States,1h 1min,TV-Show
Demon Slayer: Kimetsu no Yaiba,https://www.justwatch.com/in/tv-show/demon-slayer-kimetsu-no-yaiba,2019,"['Action & Adventure', 'Science-Fiction', 'Animation', 'Fantasy', 'Mystery & Thriller']",8.6,"{'Netflix', 'Jio Cinema', 'Crunchyroll Amazon Channel'}",,Japan,27min,TV-Show
Murder in Mahim,https://www.justwatch.com/in/tv-show/murder-in-mahim,2024,['Crime'],7.5,{'Jio Cinema'},,India,43min,TV-Show
Dark,https://www.justwatch.com/in/tv-show/dark,2017,"['Mystery & Thriller', 'Crime', 'Drama', 'Science-Fiction']",8.7,{'Netflix'},,Germany,56min,TV-Show
High Potential,https://www.justwatch.com/in/tv-show/high-potential,2024,"['Crime', 'Drama']",7.8,set(),,United States,43min,TV-Show
Paris Has Fallen,https://www.justwatch.com/in/tv-show/paris-has-fallen,2024,"['Action & Adventure', 'War & Military', 'Drama']",6.5,"{'Lionsgate Play', 'Lionsgate Play Apple TV Channel', 'Lionsgate Play Amazon Channel'}",,France,43min,TV-Show
Spartacus,https://www.justwatch.com/in/tv-show/spartacus,2010,"['Drama', 'Romance', 'Action & Adventure']",8.5,{'Lionsgate Play'},,United States,54min,TV-Show
Cobra Kai,https://www.justwatch.com/in/tv-show/cobra-kai,2018,"['Action & Adventure', 'Drama', 'Comedy', 'Sport']",8.4,{'Netflix'},,United States,35min,TV-Show
Superman & Lois,https://www.justwatch.com/in/tv-show/superman-and-lois,2021,"['Drama', 'Science-Fiction', 'Action & Adventure']",7.7,{'Amazon Prime Video'},,United States,42min,TV-Show
Jujutsu Kaisen,https://www.justwatch.com/in/tv-show/jujutsu-kaisen,2020,"['Fantasy', 'Mystery & Thriller', 'Animation', 'Action & Adventure', 'Science-Fiction']",8.5,"{'Amazon Prime Video', 'Netflix', 'Crunchyroll Amazon Channel', 'Anime Times Amazon Channel'}",,"United States, Japan",24min,TV-Show
Dragon Ball DAIMA,https://www.justwatch.com/in/tv-show/dragon-ball-daima,2024,"['Action & Adventure', 'Comedy', 'Science-Fiction', 'Animation', 'Fantasy']",8.1,"{'Netflix', 'Crunchyroll Amazon Channel'}",,Japan,24min,TV-Show
Scam 1992: The Harshad Mehta Story,https://www.justwatch.com/in/tv-show/scam-1992,2020,"['Drama', 'Mystery & Thriller', 'Crime']",9.2,"{'Sony Liv', 'VI movies and tv'}",,India,52min,TV-Show
Modern Family,https://www.justwatch.com/in/tv-show/modern-family,2009,"['Comedy', 'Drama', 'Romance']",8.5,{'Hotstar'},,United States,21min,TV-Show
Attack on Titan,https://www.justwatch.com/in/tv-show/attack-on-titan,2013,"['Action & Adventure', 'Drama', 'Fantasy', 'Horror', 'Animation', 'Science-Fiction']",9.1,"{'Amazon Prime Video', 'Anime Times Amazon Channel'}",,Japan,25min,TV-Show
Naruto Shippūden,https://www.justwatch.com/in/tv-show/naruto-shippuden,2007,"['Action & Adventure', 'Science-Fiction', 'Animation', 'Comedy', 'Drama', 'Fantasy']",8.7,"{'Netflix', 'Crunchyroll Amazon Channel'}",,Japan,23min,TV-Show
Fresh Off the Boat,https://www.justwatch.com/in/tv-show/fresh-off-the-boat,2015,['Comedy'],7.8,{'Hotstar'},,United States,21min,TV-Show
The Lord of the Rings: The Rings of Power,https://www.justwatch.com/in/tv-show/the-lord-of-the-rings-the-rings-of-power,2022,"['Action & Adventure', 'Science-Fiction', 'Drama', 'Fantasy']",6.9,{'Amazon Prime Video'},,United States,1h 8min,TV-Show
Disclaimer,https://www.justwatch.com/in/tv-show/disclaimer,2024,"['Drama', 'Mystery & Thriller']",7.5,{'Apple TV Plus'},,United Kingdom,49min,TV-Show
Auto Shankar,https://www.justwatch.com/in/tv-show/auto-shankar,2019,"['Crime', 'Mystery & Thriller']",6.8,"{'VI movies and tv', 'Zee5'}",,India,30min,TV-Show
Aashram,https://www.justwatch.com/in/tv-show/aashram,2020,"['Drama', 'Crime', 'Mystery & Thriller']",6.6,{'MX Player'},,India,43min,TV-Show
Peaky Blinders,https://www.justwatch.com/in/tv-show/peaky-blinders,2013,"['Drama', 'Crime']",8.7,{'Netflix'},,United Kingdom,58min,TV-Show
A Man on the Inside,https://www.justwatch.com/in/tv-show/a-classic-spy,2024,"['Comedy', 'Crime']",7.8,{'Netflix'},,United States,29min,TV-Show
Raising Voices,https://www.justwatch.com/in/tv-show/raising-voices,2024,['Drama'],7.2,{'Netflix'},,Spain,46min,TV-Show
Aindham Vedham,https://www.justwatch.com/in/tv-show/aindham-vedham,2024,['Mystery & Thriller'],7.5,{'Zee5'},,India,41min,TV-Show
Ghosts,https://www.justwatch.com/in/tv-show/ghosts-2021,2021,"['Comedy', 'Fantasy']",7.9,{'Jio Cinema'},,United States,21min,TV-Show
Deceitful Love,https://www.justwatch.com/in/tv-show/deceitful-love,2024,"['Drama', 'Romance']",5.7,{'Netflix'},,Italy,48min,TV-Show
The Lincoln Lawyer,https://www.justwatch.com/in/tv-show/the-lincoln-lawyer,2022,"['Mystery & Thriller', 'Crime', 'Drama']",7.8,{'Netflix'},,United States,49min,TV-Show
Young Sheldon,https://www.justwatch.com/in/tv-show/young-sheldon,2017,"['Comedy', 'Kids & Family', 'Drama']",7.7,"{'Amazon Prime Video', 'Netflix'}",,United States,19min,TV-Show
Gyaarah Gyaarah,https://www.justwatch.com/in/tv-show/gyaarah-gyaarah,2024,"['Drama', 'Fantasy', 'Science-Fiction']",8.2,{'Zee5'},,India,44min,TV-Show
House,https://www.justwatch.com/in/tv-show/house,2004,"['Drama', 'Mystery & Thriller', 'Comedy']",8.7,"{'Amazon Prime Video', 'Netflix', 'Jio Cinema'}",,United States,44min,TV-Show
Banshee,https://www.justwatch.com/in/tv-show/banshee,2013,"['Crime', 'Drama', 'Mystery & Thriller', 'Action & Adventure']",8.4,{'Jio Cinema'},,United States,51min,TV-Show
Naruto,https://www.justwatch.com/in/tv-show/naruto,2002,"['Science-Fiction', 'Action & Adventure', 'Animation', 'Comedy', 'Fantasy']",8.4,"{'Amazon Prime Video', 'Netflix', 'Anime Times Amazon Channel'}",,Japan,23min,TV-Show
White Collar,https://www.justwatch.com/in/tv-show/white-collar,2009,"['Mystery & Thriller', 'Drama', 'Comedy', 'Crime']",8.2,{'Hotstar'},,United States,44min,TV-Show
Euphoria,https://www.justwatch.com/in/tv-show/euphoria,2019,['Drama'],8.3,{'Jio Cinema'},,United States,58min,TV-Show
Gullak,https://www.justwatch.com/in/tv-show/gullak,2019,"['Comedy', 'Drama', 'Kids & Family']",9.1,"{'Sony Liv', 'VI movies and tv'}",,India,30min,TV-Show
True Detective,https://www.justwatch.com/in/tv-show/true-detective,2014,"['Drama', 'Mystery & Thriller', 'Crime']",8.9,{'Jio Cinema'},,United States,1h 1min,TV-Show
We Were Kings,https://www.justwatch.com/in/tv-show/we-were-kings,2024,"['Drama', 'Crime']",5.1,{'Netflix'},,Mexico,38min,TV-Show
The Flash,https://www.justwatch.com/in/tv-show/the-flash,2014,"['Drama', 'Science-Fiction', 'Action & Adventure']",7.5,{'Amazon Prime Video'},,United States,42min,TV-Show
Stranger Things,https://www.justwatch.com/in/tv-show/stranger-things,2016,"['Drama', 'Science-Fiction', 'Action & Adventure', 'Fantasy', 'Horror', 'Mystery & Thriller']",8.7,{'Netflix'},,United States,1h 1min,TV-Show
The Big Bang Theory,https://www.justwatch.com/in/tv-show/the-big-bang-theory,2007,"['Comedy', 'Romance']",8.1,"{'Amazon Prime Video', 'Netflix'}",,United States,20min,TV-Show
Murshid,https://www.justwatch.com/in/tv-show/murshid,2024,"['Crime', 'Mystery & Thriller']",7.4,{'Zee5'},,India,34min,TV-Show
Vikings,https://www.justwatch.com/in/tv-show/vikings,2013,"['War & Military', 'Action & Adventure', 'Drama', 'History', 'Romance', 'Made in Europe']",8.5,{'Netflix'},,Canada,45min,TV-Show
Prison Break,https://www.justwatch.com/in/tv-show/prison-break,2005,"['Drama', 'Action & Adventure', 'Crime', 'Mystery & Thriller', 'Made in Europe']",8.3,{'Hotstar'},,United States,49min,TV-Show
Bleach: Thousand-Year Blood War,https://www.justwatch.com/in/tv-show/bleach-thousand-year-blood-war,2022,"['Animation', 'Action & Adventure', 'Fantasy']",9.0,"{'Anime Times Amazon Channel', 'Netflix', 'Hotstar', 'Amazon Prime Video', 'Jio Cinema'}",,Japan,24min,TV-Show
Mr. Plankton,https://www.justwatch.com/in/tv-show/mr-plankton,2024,"['Comedy', 'Romance']",8.2,{'Netflix'},,South Korea,1h 2min,TV-Show
Shameless,https://www.justwatch.com/in/tv-show/shameless,2011,"['Drama', 'Comedy']",8.5,{'Netflix'},,United States,54min,TV-Show
The Vampire Diaries,https://www.justwatch.com/in/tv-show/the-vampire-diaries,2009,"['Drama', 'Science-Fiction', 'Romance', 'Mystery & Thriller', 'Fantasy', 'Horror']",7.7,"{'Amazon Prime Video', 'Netflix'}",,United States,42min,TV-Show
Cruel Intentions,https://www.justwatch.com/in/tv-show/cruel-intentions,2024,['Drama'],5.0,{'Amazon Prime Video'},,"United States, Italy",42min,TV-Show
The Penguin,https://www.justwatch.com/in/tv-show/the-penguin,2024,"['Crime', 'Drama', 'Fantasy']",8.7,{'Jio Cinema'},,United States,58min,TV-Show
Citadel: Honey Bunny,https://www.justwatch.com/in/tv-show/citadel-honey-bunny,2024,"['Drama', 'Science-Fiction', 'Mystery & Thriller', 'Action & Adventure']",6.2,{'Amazon Prime Video'},,India,50min,TV-Show
The Day of the Jackal,https://www.justwatch.com/in/tv-show/the-day-of-the-jackal,2024,"['Crime', 'Drama', 'Mystery & Thriller', 'Action & Adventure']",8.1,{'Jio Cinema'},,"United States, United Kingdom",51min,TV-Show
Mirzapur,https://www.justwatch.com/in/tv-show/mirzapur,2018,"['Action & Adventure', 'Drama', 'Crime', 'Mystery & Thriller']",8.4,{'Amazon Prime Video'},,India,50min,TV-Show
Buy It Now - Season 1,https://www.justwatch.com/in/tv-show/buy-it-now/season-1,2024,['Reality TV'],5.9,set(),,United States,46min,TV-Show
Chef's Table - Volume 7,https://www.justwatch.com/in/tv-show/chefs-table/season-7,2024,['Documentary'],8.5,set(),,United States,50min,TV-Show
